,tm,address_city,address_gu,sub_address,stn,ta_max,ta_min,ta_max_min,hm_min,hm_max,ws_max,ws_ins_max,rn_day,call_count
12660,20210615,부산광역시,금정구,선동,939,23.4,18.2,5.2,67.9,89.4,4.2,11.2,2.5,1
12661,20210615,부산광역시,금정구,장전동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
12662,20210615,부산광역시,기장군,기장읍,923,22,18.2,3.8,84,95.1,4.3,6.4,27,1
12663,20210615,부산광역시,기장군,일광면,923,22,18.2,3.8,84,95.1,4.3,6.4,27,1
12664,20210615,부산광역시,기장군,장안읍,923,22,18.2,3.8,84,95.1,4.3,6.4,27,5
12665,20210615,부산광역시,기장군,정관읍,923,22,18.2,3.8,84,95.1,4.3,6.4,27,3
12666,20210615,부산광역시,남구,감만동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
12667,20210615,부산광역시,남구,대연동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,5
12668,20210615,부산광역시,남구,문현동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
12669,20210615,부산광역시,남구,용호동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
12670,20210615,부산광역시,동구,범일동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
12671,20210615,부산광역시,동구,수정동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,4
12672,20210615,부산광역시,동구,초량동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12673,20210615,부산광역시,동래구,명륜동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
12674,20210615,부산광역시,동래구,명장동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,3
12675,20210615,부산광역시,동래구,사직동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,3
12676,20210615,부산광역시,동래구,수안동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
12677,20210615,부산광역시,동래구,안락동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,5
12678,20210615,부산광역시,동래구,온천동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,5
12679,20210615,부산광역시,부산진구,가야동,938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,3
12680,20210615,부산광역시,부산진구,개금동,938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
12681,20210615,부산광역시,부산진구,범천동,942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,1
12682,20210615,부산광역시,부산진구,부암동,938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
12683,20210615,부산광역시,부산진구,부전동,938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,5
12684,20210615,부산광역시,부산진구,양정동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
12685,20210615,부산광역시,부산진구,연지동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,2
12686,20210615,부산광역시,북구,구포동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,5
12687,20210615,부산광역시,북구,금곡동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,2
12688,20210615,부산광역시,북구,덕천동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,1
12689,20210615,부산광역시,북구,만덕동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,3
12690,20210615,부산광역시,북구,화명동,941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,3
12691,20210615,부산광역시,사상구,감전동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,3
12692,20210615,부산광역시,사상구,괘법동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,1
12693,20210615,부산광역시,사상구,모라동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
12694,20210615,부산광역시,사상구,삼락동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
12695,20210615,부산광역시,사상구,엄궁동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
12696,20210615,부산광역시,사상구,주례동,938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
12697,20210615,부산광역시,사상구,학장동,904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
12698,20210615,부산광역시,사하구,감천동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
12699,20210615,부산광역시,사하구,괴정동,950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,4
12700,20210615,부산광역시,사하구,다대동,950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,4
12701,20210615,부산광역시,사하구,신평동,950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
12702,20210615,부산광역시,사하구,장림동,950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
12703,20210615,부산광역시,사하구,하단동,950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,3
12704,20210615,부산광역시,서구,남부민동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12705,20210615,부산광역시,서구,동대신동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12706,20210615,부산광역시,서구,아미동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12707,20210615,부산광역시,서구,충무동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12708,20210615,부산광역시,수영구,광안동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
12709,20210615,부산광역시,수영구,남천동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
12710,20210615,부산광역시,수영구,망미동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,4
12711,20210615,부산광역시,수영구,민락동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
12712,20210615,부산광역시,수영구,수영동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
12713,20210615,부산광역시,연제구,연산동,940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,6
12714,20210615,부산광역시,영도구,동삼동,910,21.6,18.1,3.5,89.4,96.8,8.1,12.3,36.5,2
12715,20210615,부산광역시,영도구,청학동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
12716,20210615,부산광역시,중구,보수동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
12717,20210615,부산광역시,중구,부평동,159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
12718,20210615,부산광역시,해운대구,반송동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,2
12719,20210615,부산광역시,해운대구,반여동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,4
12720,20210615,부산광역시,해운대구,송정동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
12721,20210615,부산광역시,해운대구,우동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,4
12722,20210615,부산광역시,해운대구,재송동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
12723,20210615,부산광역시,해운대구,좌동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,5
12724,20210615,부산광역시,해운대구,중동,937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
12725,20210616,부산광역시,강서구,강동동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
12726,20210616,부산광역시,강서구,대저1동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
12727,20210616,부산광역시,강서구,명지동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
12728,20210616,부산광역시,강서구,송정동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
12729,20210616,부산광역시,강서구,지사동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
12730,20210616,부산광역시,금정구,구서동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12731,20210616,부산광역시,금정구,금사동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12732,20210616,부산광역시,금정구,남산동,939,21.8,17.7,4.1,72.7,89.9,4.4,10.8,-99,3
12733,20210616,부산광역시,금정구,부곡동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12734,20210616,부산광역시,금정구,서동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
12735,20210616,부산광역시,금정구,오륜동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
12736,20210616,부산광역시,금정구,장전동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12737,20210616,부산광역시,금정구,청룡동,939,21.8,17.7,4.1,72.7,89.9,4.4,10.8,-99,1
12738,20210616,부산광역시,기장군,기장읍,923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,4
12739,20210616,부산광역시,기장군,일광면,923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,3
12740,20210616,부산광역시,기장군,장안읍,923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,1
12741,20210616,부산광역시,기장군,정관읍,923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,1
12742,20210616,부산광역시,남구,감만동,942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
12743,20210616,부산광역시,남구,대연동,942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,4
12744,20210616,부산광역시,남구,문현동,942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,3
12745,20210616,부산광역시,남구,용호동,942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
12746,20210616,부산광역시,동구,범일동,942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
12747,20210616,부산광역시,동구,수정동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12748,20210616,부산광역시,동구,초량동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12749,20210616,부산광역시,동래구,낙민동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
12750,20210616,부산광역시,동래구,명장동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
12751,20210616,부산광역시,동래구,수안동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12752,20210616,부산광역시,동래구,안락동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,3
12753,20210616,부산광역시,동래구,온천동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12754,20210616,부산광역시,부산진구,가야동,938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,1
12755,20210616,부산광역시,부산진구,개금동,938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,1
12756,20210616,부산광역시,부산진구,부전동,938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,4
12757,20210616,부산광역시,부산진구,연지동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,1
12758,20210616,부산광역시,부산진구,전포동,938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,2
12759,20210616,부산광역시,부산진구,초읍동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,1
12760,20210616,부산광역시,북구,구포동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,4
12761,20210616,부산광역시,북구,덕천동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,3
12762,20210616,부산광역시,북구,만덕동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,2
12763,20210616,부산광역시,북구,화명동,941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,2
12764,20210616,부산광역시,사상구,감전동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
12765,20210616,부산광역시,사상구,덕포동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
12766,20210616,부산광역시,사상구,모라동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
12767,20210616,부산광역시,사상구,삼락동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
12768,20210616,부산광역시,사상구,엄궁동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
12769,20210616,부산광역시,사상구,주례동,938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,3
12770,20210616,부산광역시,사상구,학장동,904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
12771,20210616,부산광역시,사하구,괴정동,950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,4
12772,20210616,부산광역시,사하구,구평동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12773,20210616,부산광역시,사하구,다대동,950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,1
12774,20210616,부산광역시,사하구,당리동,950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,1
12775,20210616,부산광역시,사하구,장림동,950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,2
12776,20210616,부산광역시,사하구,하단동,950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,2
12777,20210616,부산광역시,서구,남부민동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12778,20210616,부산광역시,서구,동대신동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12779,20210616,부산광역시,서구,서대신동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12780,20210616,부산광역시,서구,아미동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12781,20210616,부산광역시,수영구,광안동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,4
12782,20210616,부산광역시,수영구,망미동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,5
12783,20210616,부산광역시,연제구,거제동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
12784,20210616,부산광역시,연제구,연산동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,5
12785,20210616,부산광역시,영도구,대교동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12786,20210616,부산광역시,영도구,동삼동,910,21.3,17.8,3.5,84.7,96.8,9.5,13.5,16,2
12787,20210616,부산광역시,영도구,청학동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,2
12788,20210616,부산광역시,중구,보수동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
12789,20210616,부산광역시,중구,영주동,159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,2
12790,20210616,부산광역시,해운대구,반송동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,3
12791,20210616,부산광역시,해운대구,반여동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
12792,20210616,부산광역시,해운대구,석대동,940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
12793,20210616,부산광역시,해운대구,송정동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,1
12794,20210616,부산광역시,해운대구,우동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,1
12795,20210616,부산광역시,해운대구,좌동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
12796,20210616,부산광역시,해운대구,중동,937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
12797,20210617,부산광역시,강서구,강동동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
12798,20210617,부산광역시,강서구,동선동,921,22,18.4,3.6,74.1,97.5,7.9,10,2,1
12799,20210617,부산광역시,강서구,천성동,921,22,18.4,3.6,74.1,97.5,7.9,10,2,1
12800,20210617,부산광역시,강서구,화전동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,1
12801,20210617,부산광역시,금정구,구서동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12802,20210617,부산광역시,금정구,금사동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12803,20210617,부산광역시,금정구,부곡동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12804,20210617,부산광역시,금정구,서동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,3
12805,20210617,부산광역시,금정구,장전동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,2
12806,20210617,부산광역시,금정구,회동동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12807,20210617,부산광역시,기장군,기장읍,923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,2
12808,20210617,부산광역시,기장군,일광면,923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,3
12809,20210617,부산광역시,기장군,정관읍,923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,8
12810,20210617,부산광역시,기장군,철마면,939,22.2,17.2,5,69,89.8,3.3,6.5,0.5,1
12811,20210617,부산광역시,남구,감만동,942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
12812,20210617,부산광역시,남구,대연동,942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,3
12813,20210617,부산광역시,남구,용당동,942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
12814,20210617,부산광역시,남구,용호동,942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
12815,20210617,부산광역시,동구,범일동,942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,4
12816,20210617,부산광역시,동구,수정동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12817,20210617,부산광역시,동구,초량동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12818,20210617,부산광역시,동래구,명장동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12819,20210617,부산광역시,동래구,사직동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,2
12820,20210617,부산광역시,동래구,안락동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12821,20210617,부산광역시,동래구,온천동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,3
12822,20210617,부산광역시,부산진구,개금동,938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,1
12823,20210617,부산광역시,부산진구,범전동,938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,1
12824,20210617,부산광역시,부산진구,부전동,938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,6
12825,20210617,부산광역시,부산진구,초읍동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,1
12826,20210617,부산광역시,북구,구포동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,2
12827,20210617,부산광역시,북구,금곡동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,2
12828,20210617,부산광역시,북구,덕천동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,2
12829,20210617,부산광역시,북구,만덕동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,2
12830,20210617,부산광역시,북구,화명동,941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,5
12831,20210617,부산광역시,사상구,괘법동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
12832,20210617,부산광역시,사상구,모라동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,4
12833,20210617,부산광역시,사상구,삼락동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
12834,20210617,부산광역시,사상구,엄궁동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
12835,20210617,부산광역시,사상구,주례동,938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,4
12836,20210617,부산광역시,사상구,학장동,904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
12837,20210617,부산광역시,사하구,감천동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,2
12838,20210617,부산광역시,사하구,괴정동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,1
12839,20210617,부산광역시,사하구,구평동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12840,20210617,부산광역시,사하구,다대동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,2
12841,20210617,부산광역시,사하구,신평동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,2
12842,20210617,부산광역시,사하구,장림동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,3
12843,20210617,부산광역시,사하구,하단동,950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,2
12844,20210617,부산광역시,서구,부민동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12845,20210617,부산광역시,서구,부용동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12846,20210617,부산광역시,서구,아미동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12847,20210617,부산광역시,서구,암남동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12848,20210617,부산광역시,서구,토성동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12849,20210617,부산광역시,수영구,광안동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,5
12850,20210617,부산광역시,수영구,남천동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,1
12851,20210617,부산광역시,수영구,망미동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,2
12852,20210617,부산광역시,연제구,거제동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12853,20210617,부산광역시,연제구,연산동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,6
12854,20210617,부산광역시,영도구,동삼동,910,23.3,17.9,5.4,74,96.8,5.6,8.8,1.5,2
12855,20210617,부산광역시,영도구,봉래동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12856,20210617,부산광역시,영도구,청학동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,2
12857,20210617,부산광역시,중구,동광동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
12858,20210617,부산광역시,중구,보수동,159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,2
12859,20210617,부산광역시,해운대구,반송동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,4
12860,20210617,부산광역시,해운대구,반여동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,1
12861,20210617,부산광역시,해운대구,석대동,940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
12862,20210617,부산광역시,해운대구,송정동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,2
12863,20210617,부산광역시,해운대구,우동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,3
12864,20210617,부산광역시,해운대구,재송동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,2
12865,20210617,부산광역시,해운대구,좌동,937,23.6,17.8,5.8,72.6,96.4,4.1,14.1,1,1
12866,20210618,부산광역시,강서구,대저2동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,1
12867,20210618,부산광역시,강서구,명지동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,1
12868,20210618,부산광역시,강서구,신호동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,1
12869,20210618,부산광역시,강서구,지사동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,1
12870,20210618,부산광역시,금정구,금성동,941,24.3,18.6,5.7,72.8,96.7,4,6.4,4,1
12871,20210618,부산광역시,금정구,남산동,939,26.7,17.7,9,55.2,91.7,3.6,6,-99,2
12872,20210618,부산광역시,금정구,노포동,939,26.7,17.7,9,55.2,91.7,3.6,6,-99,1
12873,20210618,부산광역시,금정구,부곡동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12874,20210618,부산광역시,금정구,서동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,1
12875,20210618,부산광역시,금정구,장전동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12876,20210618,부산광역시,금정구,청룡동,939,26.7,17.7,9,55.2,91.7,3.6,6,-99,1
12877,20210618,부산광역시,기장군,기장읍,923,24.9,17.8,7.1,70.9,94.6,2.7,4.5,3.5,1
12878,20210618,부산광역시,기장군,장안읍,923,24.9,17.8,7.1,70.9,94.6,2.7,4.5,3.5,1
12879,20210618,부산광역시,남구,감만동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,1
12880,20210618,부산광역시,남구,대연동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,2
12881,20210618,부산광역시,남구,문현동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,1
12882,20210618,부산광역시,남구,용호동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,4
12883,20210618,부산광역시,동구,범일동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,1
12884,20210618,부산광역시,동구,수정동,159,22,18.3,3.7,78.2,97.1,5.5,7.7,5,1
12885,20210618,부산광역시,동구,좌천동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,1
12886,20210618,부산광역시,동구,초량동,159,22,18.3,3.7,78.2,97.1,5.5,7.7,5,1
12887,20210618,부산광역시,동래구,명장동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12888,20210618,부산광역시,동래구,사직동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,5
12889,20210618,부산광역시,동래구,수안동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,1
12890,20210618,부산광역시,동래구,안락동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12891,20210618,부산광역시,동래구,온천동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12892,20210618,부산광역시,동래구,칠산동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,2
12893,20210618,부산광역시,부산진구,개금동,938,23.7,17.6,6.1,74.8,97.8,2.8,5.1,5.5,1
12894,20210618,부산광역시,부산진구,당감동,938,23.7,17.6,6.1,74.8,97.8,2.8,5.1,5.5,2
12895,20210618,부산광역시,부산진구,범천동,942,22.8,17.9,4.9,-99,-99,3,5.4,5.5,3
12896,20210618,부산광역시,부산진구,부암동,938,23.7,17.6,6.1,74.8,97.8,2.8,5.1,5.5,2
12897,20210618,부산광역시,부산진구,부전동,938,23.7,17.6,6.1,74.8,97.8,2.8,5.1,5.5,3
12898,20210618,부산광역시,부산진구,양정동,940,25.1,18,7.1,59,91.9,2.7,4.6,4.5,1
12899,20210618,부산광역시,부산진구,연지동,941,24.3,18.6,5.7,72.8,96.7,4,6.4,4,1
12900,20210618,부산광역시,부산진구,전포동,938,23.7,17.6,6.1,74.8,97.8,2.8,5.1,5.5,2
12901,20210618,부산광역시,북구,덕천동,941,24.3,18.6,5.7,72.8,96.7,4,6.4,4,3
12902,20210618,부산광역시,북구,만덕동,941,24.3,18.6,5.7,72.8,96.7,4,6.4,4,4
12903,20210618,부산광역시,북구,화명동,941,24.3,18.6,5.7,72.8,96.7,4,6.4,4,5
12904,20210618,부산광역시,사상구,괘법동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,1
12905,20210618,부산광역시,사상구,모라동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,2
12906,20210618,부산광역시,사상구,삼락동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,1
12907,20210618,부산광역시,사상구,학장동,904,23.2,18.7,4.5,79.7,98.8,5.8,9.2,5.5,2
12908,20210618,부산광역시,사하구,감천동,159,22,18.3,3.7,78.2,97.1,5.5,7.7,5,1
12909,20210618,부산광역시,사하구,괴정동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,1
12910,20210618,부산광역시,사하구,다대동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,4
12911,20210618,부산광역시,사하구,신평동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,1
12912,20210618,부산광역시,사하구,장림동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,2
12913,20210618,부산광역시,사하구,하단동,950,21.9,17.6,4.3,66.7,99.9,3.5,5.5,5.5,3
